repo_name,category_x,stars,forks,open_issues,size_kb,primary_language,age_days,created_at,last_updated,description,has_wiki,has_issues,is_fork,license,status,total_satd,todo_count,fixme_count,hack_count,bug_count,design_debt,test_debt,requirement_debt,defect_debt,category_y,avg_complexity,maintainability_index,flake8_violations,total_functions,complex_functions,loc,avg_resolution_days,total_issues,debt_label
bentoml/Yatai,MLOps,844.0,77.0,34.0,14465.0,TypeScript,1760.0,2021-07-30,2026-05-21,Model Deployment at Scale on Kubernetes 🦄️,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,0.0,100.0,0.0,0.0,0.0,0.0,55.04,100,Low
mlcommons/algorithmic-efficiency,AutoML/RL,417.0,77.0,37.0,32196.0,Python,1924.0,2021-02-16,2026-04-04,MLCommons Algorithmic Efficiency is a benchmark and competition measuring neural network training speedups due to algorithmic improvements in both training algorithms and models.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.81,72.84,11215.0,1891.0,83.0,48244.0,27.65,100,Medium
google-deepmind/dm_control,AutoML/RL,4590.0,753.0,120.0,99622.0,Python,3069.0,2017-12-29,2026-05-25,"Google DeepMind's software stack for physics-based simulation and Reinforcement Learning environments, using MuJoCo.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.11,72.19,13428.0,4031.0,38.0,63662.0,40.09,100,Medium
cortexlabs/cortex,MLOps,8017.0,595.0,131.0,11550.0,Go,2678.0,2019-01-24,2026-05-24,Production infrastructure for machine learning at scale,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.57,81.58,107.0,188.0,14.0,5791.0,9.05,100,Low
karpathy/llama2.c,Deep Learning,19555.0,2554.0,189.0,1275.0,C,1037.0,2023-07-23,2026-05-25,Inference Llama 2 in one file of pure C,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.83,61.79,118.0,59.0,5.0,1827.0,44.85,100,Low
encode/django-rest-framework,Non-ML Control,30030.0,7066.0,75.0,64428.0,Python,5563.0,2011-03-02,2026-05-25,Web APIs for Django. 🎸,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.6,64.66,122.0,3532.0,43.0,40281.0,10.32,100,Low
polyaxon/polyaxon,MLOps,3706.0,325.0,124.0,126687.0,0,3437.0,2016-12-26,2026-05-25,Open Source AI Infra & Engineering Control Plane,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,0.0,0.0,0.0,0.0,0.0,0.0,36.64,100,Low
MagicStack/uvloop,Non-ML Control,11791.0,607.0,155.0,1873.0,Cython,3851.0,2015-11-08,2026-05-25,Ultra fast asyncio event loop.,True,True,False,Apache-2.0,ok,47.0,4.0,0.0,0.0,10.0,23.0,10.0,4.0,10.0,Non-ML Control,1.78,59.89,18.0,534.0,3.0,11434.0,129.76,100,Medium
openai/safety-gym,AutoML/RL,599.0,145.0,16.0,2988.0,Python,2377.0,2019-11-21,2026-05-01,Tools for accelerating safe exploration research.,True,True,False,MIT,ok,12.0,6.0,0.0,1.0,0.0,1.0,5.0,6.0,0.0,AutoML/RL,4.66,71.37,168.0,117.0,12.0,2909.0,288.1666666666667,6,Low
facebookresearch/Detectron,Computer Vision,26382.0,5391.0,331.0,4525.0,Python,3154.0,2017-10-05,2026-05-25,"FAIR's research platform for object detection research, implementing popular algorithms like Mask R-CNN and RetinaNet.",False,True,False,Apache-2.0,ok,13.0,6.0,0.0,0.0,6.0,0.0,1.0,6.0,6.0,Computer Vision,3.25,68.93,57.0,608.0,28.0,18631.0,48.56,100,Low
open-mmlab/mmdetection3d,Computer Vision,6424.0,1765.0,653.0,21095.0,Python,2147.0,2020-07-08,2026-05-25,OpenMMLab's next-generation platform for general 3D object detection.,True,True,False,Apache-2.0,ok,25.0,19.0,0.0,0.0,0.0,2.0,4.0,19.0,0.0,Computer Vision,4.13,76.91,86.0,3062.0,225.0,134787.0,37.24,100,Medium
Farama-Foundation/Metaworld,AutoML/RL,1820.0,343.0,11.0,118608.0,Python,2450.0,2019-09-09,2026-05-25,Collections of robotics environments geared towards benchmarking multi-task and meta reinforcement learning,False,True,False,MIT,ok,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,AutoML/RL,2.6,55.23,23.0,960.0,35.0,20531.0,43.19,100,Low
amoffat/sh,Non-ML Control,7235.0,505.0,13.0,2114.0,Python,5244.0,2012-01-15,2026-05-25,Python process launching,False,True,False,MIT,ok,49.0,6.0,0.0,0.0,1.0,25.0,17.0,6.0,1.0,Non-ML Control,2.3,48.57,3.0,392.0,5.0,7474.0,25.37,100,Low
tornadoweb/tornado,Non-ML Control,22181.0,5540.0,220.0,10992.0,Python,6102.0,2009-09-09,2026-05-25,"Tornado is a Python web framework and asynchronous networking library, originally developed at FriendFeed.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.09,59.13,42.0,3378.0,43.0,46124.0,8.04,100,Low
Trusted-AI/AIX360,MLOps,1776.0,327.0,57.0,375015.0,Python,2510.0,2019-07-11,2026-05-21,Interpretability and explainability of data and machine learning models,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.81,80.4,3521.0,1235.0,49.0,28388.0,69.25,100,Medium
google-research/maxvit,Computer Vision,499.0,39.0,6.0,2730.0,Jupyter Notebook,1418.0,2022-07-07,2026-05-02,"[ECCV 2022] Official repository for ""MaxViT: Multi-Axis Vision Transformer"". SOTA foundation models for classification, detection, segmentation, image quality, and generative modeling...",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,2.62,73.53,553.0,146.0,2.0,2698.0,10.928571428571429,14,Low
twisted/twisted,Non-ML Control,5967.0,1212.0,2798.0,78360.0,Python,5442.0,2011-07-01,2026-05-25,Event-driven networking engine written in Python.,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,1.69,72.93,742.0,28287.0,148.0,395916.0,22.59,100,Low
keleshev/schema,Non-ML Control,2946.0,223.0,103.0,417.0,Python,5027.0,2012-08-19,2026-05-21,Schema validation just got Pythonic,True,True,False,MIT,ok,7.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,Non-ML Control,3.2,36.05,5.0,178.0,7.0,3276.0,60.94,100,Low
google-research/big_vision,Deep Learning,3452.0,221.0,58.0,6383.0,Jupyter Notebook,1512.0,2022-04-04,2026-05-25,"Official codebase used to develop Vision Transformer, SigLIP, MLP-Mixer, LiT and more.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.18,0.0,0.0,1482.0,53.0,0.0,20.65,100,Low
benoitc/gunicorn,Non-ML Control,10580.0,1836.0,120.0,8003.0,Python,6020.0,2009-11-30,2026-05-25,"gunicorn 'Green Unicorn' is a WSGI HTTP Server for UNIX, fast clients and sleepy applications.",True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,3.07,74.53,378.0,5285.0,111.0,82174.0,3.35,100,Low
google-deepmind/bsuite,AutoML/RL,1546.0,187.0,19.0,2071.0,Python,2488.0,2019-08-02,2026-05-25,bsuite is a collection of carefully-designed experiments that investigate core capabilities of a reinforcement learning (RL) agent,True,True,False,Apache-2.0,ok,8.0,1.0,0.0,4.0,0.0,7.0,0.0,1.0,0.0,AutoML/RL,1.82,90.86,1884.0,567.0,3.0,12149.0,90.8529411764706,34,Medium
oegedijk/explainerdashboard,MLOps,2486.0,345.0,0.0,86534.0,Python,2399.0,2019-10-30,2026-05-25,"Quickly build Explainable AI dashboards that show the inner workings of so-called ""blackbox"" machine learning models.",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.78,51.09,1036.0,1301.0,70.0,36549.0,265.47,100,Medium
openai/consistency_models,Deep Learning,6483.0,434.0,51.0,59.0,Python,1184.0,2023-02-26,2026-05-25,Official repo for consistency models.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.72,55.9,49.0,359.0,6.0,6279.0,67.05555555555556,18,Low
minerllabs/minerl,AutoML/RL,948.0,171.0,239.0,118723.0,Java,2589.0,2019-04-23,2026-05-23,MineRL Competition for Sample Efficient Reinforcement Learning - Python Package,True,True,False,NOASSERTION,ok,49.0,42.0,1.0,0.0,1.0,4.0,1.0,42.0,2.0,AutoML/RL,2.24,76.3,607.0,959.0,14.0,12582.0,9.75,100,Low
google-deepmind/dm_pix,Computer Vision,438.0,27.0,2.0,779.0,Python,1790.0,2021-06-30,2026-05-14,"PIX is an image processing library in JAX, for JAX.",True,True,False,Apache-2.0,ok,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Computer Vision,2.35,72.18,801.0,139.0,0.0,4113.0,7.36,100,Low
crowsonkb/k-diffusion,Deep Learning,2589.0,400.0,62.0,199.0,Python,1434.0,2022-06-21,2026-05-18,Karras et al. (2022) diffusion models for PyTorch,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.43,48.04,125.0,431.0,8.0,4665.0,40.375,48,Low
tartley/colorama,Non-ML Control,3786.0,274.0,133.0,492.0,Python,4421.0,2014-04-17,2026-05-25,Simple cross-platform colored terminal text in Python,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,1.82,76.25,194.0,159.0,0.0,1886.0,128.78,100,Low
gevent/gevent,Non-ML Control,6438.0,964.0,130.0,23075.0,Python,5002.0,2012-09-13,2026-05-25,Coroutine-based concurrency library for Python,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,1.8,56.56,9170.0,19879.0,164.0,266033.0,26.01,100,Medium
pachyderm/pachyderm,MLOps,6293.0,575.0,940.0,656481.0,Go,4281.0,2014-09-04,2026-05-25,Data-Centric Pipelines and Data Versioning,False,True,False,Apache-2.0,ok,8.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,MLOps,2.19,73.89,478.0,1222.0,13.0,19109.0,5.48,100,Low
AI4Finance-Foundation/FinRL,AutoML/RL,15241.0,3349.0,302.0,84041.0,Jupyter Notebook,2129.0,2020-07-26,2026-05-25,FinRL®:  Financial Reinforcement Learning. 🔥,True,True,False,MIT,ok,16.0,3.0,0.0,0.0,4.0,8.0,1.0,3.0,4.0,AutoML/RL,3.21,71.24,264.0,471.0,14.0,18610.0,4.28,100,Low
google-deepmind/optax,MLOps,2270.0,329.0,75.0,9153.0,Python,2173.0,2020-06-12,2026-05-25,Optax is a gradient processing and optimization library for JAX.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,1.75,67.76,5725.0,1216.0,2.0,39685.0,7.35,100,Low
MongoEngine/mongoengine,Non-ML Control,4350.0,1231.0,347.0,9113.0,Python,5194.0,2012-03-05,2026-05-18,A Python Object-Document-Mapper for working with MongoDB,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,4.08,51.63,3176.0,2025.0,125.0,41828.0,46.11,100,Medium
msgpack/msgpack-python,Non-ML Control,2091.0,245.0,10.0,3129.0,Python,5391.0,2011-08-21,2026-05-25,MessagePack serializer implementation for Python msgpack.org[Python],False,True,False,NOASSERTION,ok,7.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,Non-ML Control,3.27,61.41,15.0,214.0,9.0,3264.0,19.05,100,Low
tatsu-lab/stanford_alpaca,Deep Learning,30255.0,3992.0,188.0,8654.0,Python,1172.0,2023-03-10,2026-05-25,"Code and documentation to train Stanford's Alpaca models, and generate the data.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.75,60.8,10.0,28.0,3.0,770.0,34.63,100,Low
dagster-io/dagster,MLOps,15568.0,2141.0,2669.0,1447399.0,Python,2947.0,2018-04-30,2026-05-25,"An orchestration platform for the development, production, and observation of data assets.",False,True,False,Apache-2.0,ok,23.0,0.0,0.0,0.0,4.0,12.0,7.0,0.0,4.0,MLOps,2.89,0.0,0.0,43172.0,1478.0,0.0,3.92,100,Low
pgmpy/pgmpy,MLOps,3269.0,1128.0,560.0,16851.0,Python,4630.0,2013-09-20,2026-05-25,Python Toolkit for Causal and Probabilistic Reasoning,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.08,79.35,64.0,3993.0,160.0,100673.0,4.15,100,Low
AI4Finance-Foundation/ElegantRL,AutoML/RL,4335.0,973.0,151.0,118187.0,Python,2509.0,2019-07-12,2026-05-25,Massively Parallel Deep Reinforcement Learning. 🔥,True,True,False,NOASSERTION,ok,11.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,AutoML/RL,2.66,61.56,3543.0,3403.0,84.0,65095.0,15.03,100,Medium
coleifer/peewee,Non-ML Control,11965.0,1387.0,2.0,15921.0,Python,5705.0,2010-10-11,2026-05-25,"a small, expressive orm -- supports postgresql, mysql, sqlite",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.1,44.7,6184.0,4777.0,48.0,53899.0,0.22,100,Low
OpenBMB/ChatDev,Deep Learning,33199.0,4116.0,57.0,381780.0,Python,1001.0,2023-08-28,2026-05-25,ChatDev 2.0: Dev All through LLM-powered Multi-Agent Collaboration,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.8,62.63,894.0,1531.0,81.0,29697.0,7.88,100,Low
mongodb/motor,Non-ML Control,2528.0,216.0,1.0,3958.0,Python,4882.0,2013-01-11,2026-05-24,Motor - the async Python driver for MongoDB and Tornado or asyncio,False,False,False,Apache-2.0,ok,25.0,4.0,0.0,0.0,3.0,5.0,13.0,4.0,3.0,Non-ML Control,1.91,70.4,135.0,1030.0,6.0,19303.0,2.16,100,Low
arviz-devs/arviz,MLOps,1822.0,496.0,105.0,131980.0,TeX,3953.0,2015-07-29,2026-05-23,Exploratory analysis of Bayesian models with Python,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.38,77.64,6.0,13.0,0.0,750.0,19.22,100,Low
mage-ai/mage-ai,MLOps,8736.0,966.0,592.0,245852.0,Python,1470.0,2022-05-16,2026-05-25,"🧙 Build, run, and manage data pipelines for integrating and transforming data.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.33,76.08,3480.0,11477.0,602.0,67311.0,5.73,100,Low
google/evojax,AutoML/RL,948.0,110.0,25.0,72081.0,Jupyter Notebook,1630.0,2021-12-07,2026-05-11,,False,True,False,Apache-2.0,ok,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,AutoML/RL,1.87,70.76,338.0,442.0,2.0,8909.0,6.016949152542373,59,Low
rq/rq,Non-ML Control,10643.0,1474.0,249.0,4460.0,Python,5306.0,2011-11-14,2026-05-25,Simple job queues for Python,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.04,66.52,17.0,1430.0,24.0,23821.0,8.79,100,Low
pynamodb/PynamoDB,Non-ML Control,2648.0,428.0,317.0,2619.0,Python,4508.0,2014-01-20,2026-05-11,A pythonic interface to Amazon's DynamoDB,True,True,False,MIT,ok,14.0,10.0,0.0,1.0,0.0,3.0,1.0,10.0,0.0,Non-ML Control,2.61,69.94,190.0,1075.0,20.0,18729.0,24.84,100,Low
nomic-ai/gpt4all,Deep Learning,77354.0,8322.0,759.0,44678.0,C++,1155.0,2023-03-27,2026-05-25,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.26,65.8,288.0,123.0,9.0,3098.0,9.28,100,Low
determined-ai/determined,MLOps,3225.0,373.0,106.0,207776.0,Go,2239.0,2020-04-07,2026-05-15,"Determined is an open-source machine learning platform that simplifies distributed training, hyperparameter tuning, experiment tracking, and resource management. Works with PyTorch and TensorFlow.",False,True,False,Apache-2.0,ok,27.0,14.0,0.0,0.0,0.0,9.0,4.0,14.0,0.0,MLOps,3.17,68.16,593.0,7047.0,268.0,129115.0,5.01,100,Low
miguelgrinberg/Flask-SocketIO,Non-ML Control,5511.0,897.0,7.0,829.0,Python,4488.0,2014-02-09,2026-05-19,Socket.IO integration for Flask applications.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.07,54.01,12.0,168.0,3.0,2735.0,27.17,100,Low
tensorflow/lattice,MLOps,523.0,93.0,12.0,1591.0,Python,3167.0,2017-09-22,2026-05-23,Lattice methods in TensorFlow,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.98,57.71,3876.0,626.0,46.0,24898.0,83.61194029850746,67,Medium
CMA-ES/pycma,AutoML/RL,1316.0,198.0,90.0,12155.0,Jupyter Notebook,3532.0,2016-09-22,2026-05-25,Python implementation of CMA-ES,True,True,False,NOASSERTION,ok,252.0,186.0,3.0,22.0,36.0,24.0,3.0,186.0,39.0,AutoML/RL,4.1,40.03,1878.0,1258.0,81.0,27107.0,123.35,100,High
clearml/clearml-serving,MLOps,165.0,50.0,31.0,2000.0,Python,1869.0,2021-04-12,2026-05-20,ClearML - Model-Serving Orchestration and Repository Solution,True,True,False,Apache-2.0,ok,44.0,6.0,0.0,0.0,0.0,2.0,36.0,6.0,0.0,MLOps,3.93,80.61,34.0,293.0,25.0,6259.0,134.203125,64,Medium
DEAP/deap,AutoML/RL,6401.0,1162.0,281.0,11058.0,Python,4387.0,2014-05-21,2026-05-22,Distributed Evolutionary Algorithms in Python,True,True,False,LGPL-3.0,ok,6.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,AutoML/RL,3.51,71.75,785.0,629.0,38.0,17305.0,90.36,100,Medium
google-deepmind/distrax,MLOps,634.0,39.0,52.0,689.0,Python,1880.0,2021-04-01,2026-05-25,,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,1.56,64.99,4897.0,1744.0,14.0,28046.0,28.96,100,Medium
pypa/wheel,Non-ML Control,560.0,181.0,9.0,1870.0,Python,3226.0,2017-07-25,2026-05-15,The official binary distribution format for Python,False,True,False,MIT,ok,7.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,Non-ML Control,4.73,68.1,11.0,137.0,16.0,4043.0,42.99,100,Low
deepchecks/deepchecks,MLOps,4016.0,297.0,262.0,281045.0,Python,1687.0,2021-10-11,2026-05-24,"Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all of your AI & ML validation needs, enabling to thoroughly test your data and model",False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.49,79.4,2183.0,3497.0,94.0,90243.0,103.92,100,Medium
bentoml/OpenLLM,MLOps,12334.0,813.0,13.0,42809.0,Python,1132.0,2023-04-19,2026-05-25,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud.",True,True,False,Apache-2.0,ok,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MLOps,4.1,51.95,638.0,106.0,8.0,2135.0,5.79,100,Low
trevorstephens/gplearn,AutoML/RL,1851.0,323.0,17.0,8058.0,Python,4078.0,2015-03-26,2026-05-23,"Genetic Programming in Python, with a scikit-learn inspired API",False,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,4.38,62.13,150.0,117.0,10.0,4947.0,201.07,100,Low
pypa/build,Non-ML Control,845.0,154.0,15.0,1248.0,Python,2206.0,2020-05-10,2026-05-20,"A simple, correct Python build frontend",False,True,False,MIT,ok,34.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,Non-ML Control,2.44,74.6,22.0,299.0,4.0,5751.0,3.87,100,Low
grpc/grpc,Non-ML Control,44820.0,11172.0,1332.0,606991.0,C++,4186.0,2014-12-08,2026-05-25,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.07,90.1,36173.0,6487.0,78.0,129862.0,1.88,100,Low
FlagAI-Open/FlagAI,Deep Learning,3874.0,416.0,22.0,153150.0,Python,1470.0,2022-05-16,2026-05-19,"FlagAI (Fast LArge-scale General AI models) is a fast, easy-to-use and extensible toolkit for large-scale model.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.61,66.62,23943.0,8720.0,489.0,191545.0,20.06,100,Medium
flyteorg/flyte,MLOps,7047.0,821.0,209.0,374951.0,Go,2408.0,2019-10-21,2026-05-25,"Dynamic, resilient AI orchestration. Coordinate data, models, and compute as you build AI workflows.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,1.26,93.0,8351.0,1014.0,2.0,18340.0,2.39,100,Low
unionai-oss/pandera,MLOps,4353.0,400.0,449.0,5957.0,Python,2762.0,2018-11-01,2026-05-25,"A light-weight, flexible, and expressive statistical data testing library",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.77,68.34,421.0,4656.0,112.0,98841.0,3.52,100,Low
optuna/optuna-integration,AutoML/RL,70.0,43.0,9.0,1127.0,Python,1265.0,2022-12-07,2026-05-23,Extended functionalities for Optuna in combination with third-party libraries.,True,True,False,MIT,ok,37.0,6.0,0.0,0.0,0.0,1.0,30.0,6.0,0.0,AutoML/RL,3.11,77.76,1.0,653.0,10.0,15591.0,23.73,100,Low
protocolbuffers/protobuf,Non-ML Control,71269.0,16134.0,268.0,224139.0,C++,4290.0,2014-08-26,2026-05-25,Protocol Buffers - Google's data interchange format,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,1.91,66.47,7348.0,2210.0,30.0,42837.0,1.72,100,Low
saltstack/salt,Non-ML Control,15452.0,5594.0,2539.0,576258.0,Python,5573.0,2011-02-20,2026-05-25,Software to automate the management and configuration of infrastructure and applications at scale.,True,True,False,Apache-2.0,ok,62.0,26.0,2.0,1.0,2.0,32.0,0.0,26.0,4.0,Non-ML Control,3.74,0.0,0.0,31634.0,1802.0,0.0,1.37,100,Low
abetlen/llama-cpp-python,Deep Learning,10342.0,1409.0,716.0,2893.0,Python,1159.0,2023-03-23,2026-05-25,Python bindings for llama.cpp,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.35,65.15,285.0,845.0,21.0,19714.0,16.84,100,Low
tensorflow/tfx,MLOps,2186.0,730.0,276.0,247143.0,Python,2667.0,2019-02-04,2026-05-22, TFX is an end-to-end platform for deploying production ML pipelines,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.25,84.42,23101.0,6472.0,137.0,160526.0,36.83,100,Medium
apache/beam,MLOps,8593.0,4557.0,4119.0,1015502.0,Java,3765.0,2016-02-02,2026-05-25,Apache Beam is a unified programming model for Batch and Streaming data processing.,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.11,70.28,81071.0,23117.0,295.0,50157.0,0.69,100,Low
google/ml-metadata,MLOps,678.0,177.0,60.0,4150.0,C++,2687.0,2019-01-15,2026-05-25,For recording and retrieving metadata associated with ML developer and data scientist workflows.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.0,82.75,550.0,241.0,2.0,5456.0,35.14,100,Medium
open-mmlab/mmdeploy,MLOps,3127.0,710.0,453.0,13797.0,Python,1613.0,2021-12-24,2026-05-25,OpenMMLab Model Deployment Framework,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.12,85.96,10.0,1931.0,59.0,59575.0,27.94,100,Low
miguelgrinberg/python-socketio,Non-ML Control,4347.0,625.0,11.0,2078.0,Python,3967.0,2015-07-15,2026-05-25,Python Socket.IO server and client,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.79,62.83,19.0,1243.0,29.0,18704.0,9.44,100,Low
marshmallow-code/marshmallow,Non-ML Control,7240.0,689.0,138.0,6957.0,Python,4579.0,2013-11-10,2026-05-25,A lightweight library for converting complex objects to and from simple Python datatypes.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,3.22,59.51,15.0,1121.0,28.0,15698.0,7.83,100,Low
cherrypy/cherrypy,Non-ML Control,1945.0,365.0,266.0,28909.0,Python,3677.0,2016-04-30,2026-05-25,"CherryPy is a pythonic, object-oriented HTTP framework.      https://cherrypy.dev",True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.97,62.01,19.0,1387.0,48.0,31004.0,109.78,100,Low
hpcaitech/ColossalAI,Deep Learning,41386.0,4505.0,499.0,66601.0,Python,1670.0,2021-10-28,2026-05-25,"Making large AI models cheaper, faster and more accessible",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.62,68.33,3670.0,12157.0,722.0,31644.0,8.65,100,Low
joke2k/faker,Non-ML Control,19260.0,2075.0,23.0,11713.0,Python,4942.0,2012-11-12,2026-05-24,Faker is a Python package that generates fake data for you.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.74,0.0,0.0,4788.0,56.0,0.0,27.96,100,Low
googleapis/python-aiplatform,MLOps,894.0,449.0,357.0,163068.0,Python,2070.0,2020-09-23,2026-05-24,"A Python SDK for Vertex AI, a fully managed, end-to-end platform for data science and machine learning.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.67,0.0,0.0,81337.0,1797.0,0.0,1.65,100,Low
boto/boto3,Non-ML Control,9813.0,1972.0,190.0,15559.0,Python,4252.0,2014-10-03,2026-05-25,"Boto3, an AWS SDK for Python",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.06,77.01,61.0,1308.0,6.0,21113.0,6.21,100,Low
